id,run_id,journal_id,ISSN,last_updated_date
1115,41,691,2073445X,1/24/2024 5:40:36 PM
1116,41,692,20760817,1/24/2024 5:40:36 PM
1117,41,693,20724292,1/24/2024 5:40:36 PM
1118,41,694,25718789,1/24/2024 5:40:36 PM
1119,41,695,20711050,1/24/2024 5:40:36 PM
1120,41,696,23056304,1/24/2024 5:40:36 PM
1121,41,697,20734441,1/24/2024 5:40:36 PM
1122,41,698,20770472,1/24/2024 5:40:36 PM
1123,41,699,20734395,1/24/2024 5:40:36 PM
1125,41,701,20762615,1/24/2024 5:40:36 PM
1126,41,702,20796382,1/24/2024 5:40:36 PM
1127,41,703,20763417,1/24/2024 5:40:36 PM
1128,41,704,20734433,1/24/2024 5:40:36 PM
1129,41,705,22251154,1/24/2024 5:40:36 PM
1130,41,706,23065729,1/24/2024 5:40:36 PM
1131,41,707,19961073,1/24/2024 5:40:36 PM
1132,41,708,20763298,1/24/2024 5:40:36 PM
1133,41,709,23048158,1/24/2024 5:40:36 PM
1134,41,710,19994907,1/24/2024 5:40:36 PM
1135,41,711,20754450,1/24/2024 5:40:36 PM
1136,41,712,16604601,1/24/2024 5:40:36 PM
1137,41,712,16617827,1/24/2024 5:40:36 PM
1138,41,713,22209964,1/24/2024 5:40:36 PM
1139,41,714,2073445X,1/24/2024 5:40:36 PM
1140,41,715,22237747,1/24/2024 5:40:36 PM
